Notes,County,County Code,Year,Year Code,Month,Month Code,MCD_Drug_Cause,MCD - Drug/Alcohol Induced Cause Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Month_Date
,"Jackson County, MO",29095.0,2020,2020.0,7,2020/07,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2020-07-01
,"Jackson County, MO",29095.0,2020,2020.0,7,2020/07,All other drug-induced causes,D9,89.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2020-07-01
,"Jackson County, MO",29095.0,2020,2020.0,7,2020/07,All other alcohol-induced causes,A9,22.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2020-07-01
,"Jackson County, MO",29095.0,2020,2020.0,7,2020/07,All other non-drug and non-alcohol causes,O9,611.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2020-07-01
,"Jackson County, MO",29095.0,2020,2020.0,8,2020/08,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2020-08-01
,"Jackson County, MO",29095.0,2020,2020.0,8,2020/08,All other drug-induced causes,D9,94.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2020-08-01
,"Jackson County, MO",29095.0,2020,2020.0,8,2020/08,All other alcohol-induced causes,A9,16.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2020-08-01
,"Jackson County, MO",29095.0,2020,2020.0,8,2020/08,All other non-drug and non-alcohol causes,O9,656.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2020-08-01
,"Jackson County, MO",29095.0,2020,2020.0,9,2020/09,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2020-09-01
,"Jackson County, MO",29095.0,2020,2020.0,9,2020/09,All other drug-induced causes,D9,94.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2020-09-01
,"Jackson County, MO",29095.0,2020,2020.0,9,2020/09,All other alcohol-induced causes,A9,29.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2020-09-01
,"Jackson County, MO",29095.0,2020,2020.0,9,2020/09,All other non-drug and non-alcohol causes,O9,551.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2020-09-01
,"Jackson County, MO",29095.0,2020,2020.0,10,2020/10,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2020-10-01
,"Jackson County, MO",29095.0,2020,2020.0,10,2020/10,All other drug-induced causes,D9,96.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2020-10-01
,"Jackson County, MO",29095.0,2020,2020.0,10,2020/10,All other alcohol-induced causes,A9,18.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2020-10-01
,"Jackson County, MO",29095.0,2020,2020.0,10,2020/10,All other non-drug and non-alcohol causes,O9,650.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2020-10-01
,"Jackson County, MO",29095.0,2020,2020.0,11,2020/11,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2020-11-01
,"Jackson County, MO",29095.0,2020,2020.0,11,2020/11,All other drug-induced causes,D9,94.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2020-11-01
,"Jackson County, MO",29095.0,2020,2020.0,11,2020/11,All other alcohol-induced causes,A9,25.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2020-11-01
,"Jackson County, MO",29095.0,2020,2020.0,11,2020/11,All other non-drug and non-alcohol causes,O9,705.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2020-11-01
,"Jackson County, MO",29095.0,2020,2020.0,12,2020/12,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2020-12-01
,"Jackson County, MO",29095.0,2020,2020.0,12,2020/12,All other drug-induced causes,D9,96.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2020-12-01
,"Jackson County, MO",29095.0,2020,2020.0,12,2020/12,All other alcohol-induced causes,A9,29.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2020-12-01
,"Jackson County, MO",29095.0,2020,2020.0,12,2020/12,All other non-drug and non-alcohol causes,O9,741.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2020-12-01
,"Jackson County, MO",29095.0,2021,2021.0,1,2021/01,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-01-01
,"Jackson County, MO",29095.0,2021,2021.0,1,2021/01,All other drug-induced causes,D9,98.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-01-01
,"Jackson County, MO",29095.0,2021,2021.0,1,2021/01,All other alcohol-induced causes,A9,30.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-01-01
,"Jackson County, MO",29095.0,2021,2021.0,1,2021/01,All other non-drug and non-alcohol causes,O9,765.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-01-01
,"Jackson County, MO",29095.0,2021,2021.0,2,2021/02,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-02-01
,"Jackson County, MO",29095.0,2021,2021.0,2,2021/02,All other drug-induced causes,D9,93.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-02-01
,"Jackson County, MO",29095.0,2021,2021.0,2,2021/02,All other alcohol-induced causes,A9,18.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-02-01
,"Jackson County, MO",29095.0,2021,2021.0,2,2021/02,All other non-drug and non-alcohol causes,O9,615.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-02-01
,"Jackson County, MO",29095.0,2021,2021.0,3,2021/03,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-03-01
,"Jackson County, MO",29095.0,2021,2021.0,3,2021/03,All other drug-induced causes,D9,92.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-03-01
,"Jackson County, MO",29095.0,2021,2021.0,3,2021/03,All other alcohol-induced causes,A9,23.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-03-01
,"Jackson County, MO",29095.0,2021,2021.0,3,2021/03,All other non-drug and non-alcohol causes,O9,598.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-03-01
,"Jackson County, MO",29095.0,2021,2021.0,4,2021/04,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-04-01
,"Jackson County, MO",29095.0,2021,2021.0,4,2021/04,All other drug-induced causes,D9,77.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-04-01
,"Jackson County, MO",29095.0,2021,2021.0,4,2021/04,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,10.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-04-01
,"Jackson County, MO",29095.0,2021,2021.0,4,2021/04,All other alcohol-induced causes,A9,30.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-04-01
,"Jackson County, MO",29095.0,2021,2021.0,4,2021/04,All other non-drug and non-alcohol causes,O9,580.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-04-01
,"Jackson County, MO",29095.0,2021,2021.0,5,2021/05,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-05-01
,"Jackson County, MO",29095.0,2021,2021.0,5,2021/05,All other drug-induced causes,D9,85.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-05-01
,"Jackson County, MO",29095.0,2021,2021.0,5,2021/05,All other alcohol-induced causes,A9,26.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-05-01
,"Jackson County, MO",29095.0,2021,2021.0,5,2021/05,All other non-drug and non-alcohol causes,O9,582.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-05-01
,"Jackson County, MO",29095.0,2021,2021.0,6,2021/06,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-06-01
,"Jackson County, MO",29095.0,2021,2021.0,6,2021/06,All other drug-induced causes,D9,89.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-06-01
,"Jackson County, MO",29095.0,2021,2021.0,6,2021/06,All other alcohol-induced causes,A9,18.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-06-01
,"Jackson County, MO",29095.0,2021,2021.0,6,2021/06,All other non-drug and non-alcohol causes,O9,546.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-06-01
,"Jackson County, MO",29095.0,2021,2021.0,7,2021/07,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-07-01
,"Jackson County, MO",29095.0,2021,2021.0,7,2021/07,All other drug-induced causes,D9,97.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-07-01
,"Jackson County, MO",29095.0,2021,2021.0,7,2021/07,All other alcohol-induced causes,A9,16.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-07-01
,"Jackson County, MO",29095.0,2021,2021.0,7,2021/07,All other non-drug and non-alcohol causes,O9,598.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-07-01
,"Jackson County, MO",29095.0,2021,2021.0,8,2021/08,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-08-01
,"Jackson County, MO",29095.0,2021,2021.0,8,2021/08,All other drug-induced causes,D9,110.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-08-01
,"Jackson County, MO",29095.0,2021,2021.0,8,2021/08,All other alcohol-induced causes,A9,28.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-08-01
,"Jackson County, MO",29095.0,2021,2021.0,8,2021/08,All other non-drug and non-alcohol causes,O9,785.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-08-01
,"Jackson County, MO",29095.0,2021,2021.0,9,2021/09,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-09-01
,"Jackson County, MO",29095.0,2021,2021.0,9,2021/09,All other drug-induced causes,D9,101.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-09-01
,"Jackson County, MO",29095.0,2021,2021.0,9,2021/09,All other alcohol-induced causes,A9,20.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-09-01
,"Jackson County, MO",29095.0,2021,2021.0,9,2021/09,All other non-drug and non-alcohol causes,O9,723.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-09-01
,"Jackson County, MO",29095.0,2021,2021.0,10,2021/10,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-10-01
,"Jackson County, MO",29095.0,2021,2021.0,10,2021/10,All other drug-induced causes,D9,101.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-10-01
,"Jackson County, MO",29095.0,2021,2021.0,10,2021/10,All other alcohol-induced causes,A9,22.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-10-01
,"Jackson County, MO",29095.0,2021,2021.0,10,2021/10,All other non-drug and non-alcohol causes,O9,647.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-10-01
,"Jackson County, MO",29095.0,2021,2021.0,11,2021/11,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-11-01
,"Jackson County, MO",29095.0,2021,2021.0,11,2021/11,All other drug-induced causes,D9,75.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-11-01
,"Jackson County, MO",29095.0,2021,2021.0,11,2021/11,All other alcohol-induced causes,A9,24.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-11-01
,"Jackson County, MO",29095.0,2021,2021.0,11,2021/11,All other non-drug and non-alcohol causes,O9,593.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-11-01
,"Jackson County, MO",29095.0,2021,2021.0,12,2021/12,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-12-01
,"Jackson County, MO",29095.0,2021,2021.0,12,2021/12,All other drug-induced causes,D9,106.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-12-01
,"Jackson County, MO",29095.0,2021,2021.0,12,2021/12,All other alcohol-induced causes,A9,17.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-12-01
,"Jackson County, MO",29095.0,2021,2021.0,12,2021/12,All other non-drug and non-alcohol causes,O9,781.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2021-12-01
,"Jackson County, MO",29095.0,2022,2022.0,1,2022/01,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2022-01-01
,"Jackson County, MO",29095.0,2022,2022.0,1,2022/01,All other drug-induced causes,D9,113.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2022-01-01
,"Jackson County, MO",29095.0,2022,2022.0,1,2022/01,All other alcohol-induced causes,A9,20.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2022-01-01
,"Jackson County, MO",29095.0,2022,2022.0,1,2022/01,All other non-drug and non-alcohol causes,O9,949.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2022-01-01
,"Jackson County, MO",29095.0,2022,2022.0,2,2022/02,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2022-02-01
,"Jackson County, MO",29095.0,2022,2022.0,2,2022/02,All other drug-induced causes,D9,118.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2022-02-01
,"Jackson County, MO",29095.0,2022,2022.0,2,2022/02,All other alcohol-induced causes,A9,28.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2022-02-01
,"Jackson County, MO",29095.0,2022,2022.0,2,2022/02,All other non-drug and non-alcohol causes,O9,685.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2022-02-01
,"Jackson County, MO",29095.0,2022,2022.0,3,2022/03,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2022-03-01
,"Jackson County, MO",29095.0,2022,2022.0,3,2022/03,All other drug-induced causes,D9,95.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2022-03-01
,"Jackson County, MO",29095.0,2022,2022.0,3,2022/03,All other alcohol-induced causes,A9,22.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2022-03-01
,"Jackson County, MO",29095.0,2022,2022.0,3,2022/03,All other non-drug and non-alcohol causes,O9,623.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2022-03-01
,"Jackson County, MO",29095.0,2022,2022.0,4,2022/04,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2022-04-01
,"Jackson County, MO",29095.0,2022,2022.0,4,2022/04,All other drug-induced causes,D9,89.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2022-04-01
,"Jackson County, MO",29095.0,2022,2022.0,4,2022/04,All other alcohol-induced causes,A9,18.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2022-04-01
,"Jackson County, MO",29095.0,2022,2022.0,4,2022/04,All other non-drug and non-alcohol causes,O9,572.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2022-04-01
,"Jackson County, MO",29095.0,2022,2022.0,5,2022/05,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2022-05-01
,"Jackson County, MO",29095.0,2022,2022.0,5,2022/05,All other drug-induced causes,D9,89.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2022-05-01
,"Jackson County, MO",29095.0,2022,2022.0,5,2022/05,All other alcohol-induced causes,A9,25.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2022-05-01
,"Jackson County, MO",29095.0,2022,2022.0,5,2022/05,All other non-drug and non-alcohol causes,O9,574.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2022-05-01
,"Jackson County, MO",29095.0,2022,2022.0,6,2022/06,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2022-06-01
,"Jackson County, MO",29095.0,2022,2022.0,6,2022/06,All other drug-induced causes,D9,96.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2022-06-01
,"Jackson County, MO",29095.0,2022,2022.0,6,2022/06,All other alcohol-induced causes,A9,20.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2022-06-01
,"Jackson County, MO",29095.0,2022,2022.0,6,2022/06,All other non-drug and non-alcohol causes,O9,578.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2022-06-01
,"Jackson County, MO",29095.0,2022,2022.0,7,2022/07,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2022-07-01
,"Jackson County, MO",29095.0,2022,2022.0,7,2022/07,All other drug-induced causes,D9,81.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2022-07-01
,"Jackson County, MO",29095.0,2022,2022.0,7,2022/07,All other alcohol-induced causes,A9,17.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2022-07-01
,"Jackson County, MO",29095.0,2022,2022.0,7,2022/07,All other non-drug and non-alcohol causes,O9,550.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2022-07-01
,"Jackson County, MO",29095.0,2022,2022.0,8,2022/08,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2022-08-01
,"Jackson County, MO",29095.0,2022,2022.0,8,2022/08,All other drug-induced causes,D9,110.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2022-08-01
,"Jackson County, MO",29095.0,2022,2022.0,8,2022/08,All other alcohol-induced causes,A9,26.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2022-08-01
,"Jackson County, MO",29095.0,2022,2022.0,8,2022/08,All other non-drug and non-alcohol causes,O9,586.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2022-08-01
,"Jackson County, MO",29095.0,2022,2022.0,9,2022/09,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2022-09-01
,"Jackson County, MO",29095.0,2022,2022.0,9,2022/09,All other drug-induced causes,D9,123.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2022-09-01
,"Jackson County, MO",29095.0,2022,2022.0,9,2022/09,All other alcohol-induced causes,A9,27.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2022-09-01
